مصدر,بسامد,بن ماضی,بسامد,اسم مفعول,بسامد,گذشته ساده ۱ مفرد,بسامد,گذشته ساده ۲ مفرد,بسامد,گذشته ساده ۳ مفرد,بسامد,گذشته ساده ۱ جمع ,بسامد,گذشته ساده ۲ جمع ,بسامد,گذشته ساده ۳ جمع ,بسامد,ماضی استمراری ۱ مفرد,بسامد,ماضی استمراری ۲ مفرد,بسامد,ماضی استمراری ۳ مفرد,بسامد,ماضی استمراری ۱ جمع,بسامد,ماضی استمراری ۲ جمع,بسامد,ماضی استمراری ۳ جمع,بسامد,حال کامل ۱ مفرد ,بسامد,حال کامل ۲ مفرد ,بسامد,حال کامل ۳ مفرد ,بسامد,حال کامل ۱ جمع ,بسامد,حال کامل ۲ جمع ,بسامد,حال کامل ۳ جمع ,بسامد,گذشته استمراری التزامی ۱ مفرد,بسامد,گذشته استمراری التزامی ۲ مفرد,بسامد,گذشته استمراری التزامی ۳ مفرد,بسامد,گذشته استمراری التزامی ۱ جمع,بسامد,گذشته استمراری التزامی ۲ جمع,بسامد,گذشته استمراری التزامی ۳ جمع,بسامد,بن مضارع,بسامد,مضارع ساده ۱ مفرد,بسامد,مضارع ساده ۲ مفرد,بسامد,مضارع ساده ۳ مفرد,بسامد,مضارع ساده ۱ جمع,بسامد,مضارع ساده ۲ جمع,بسامد,مضارع ساده ۳ جمع,بسامد,مضارع اخباری ۱مفرد,بسامد,مضارع اخباری ۲مفرد,بسامد,مضارع اخباری ۳مفرد,بسامد,مضارع اخباری ۱ جمع,بسامد,مضارع اخباری ۲ جمع,بسامد,مضارع اخباری ۳ جمع,بسامد,مضارع التزامی ۱ مفرد,بسامد,مضارع التزامی ۲ مفرد,بسامد,مضارع التزامی ۳ مفرد,بسامد,مضارع التزامی ۱ جمع,بسامد,مضارع التزامی ۲ جمع,بسامد,مضارع التزامی ۳ جمع,بسامد,حال استمراری التزامی ۱ مفرد ,بسامد,حال استمراری التزامی ۲ مفرد ,بسامد,حال استمراری التزامی ۳ مفرد ,بسامد,حال استمراری التزامی ۱ جمع ,بسامد,حال استمراری التزامی ۲ جمع ,بسامد,حال استمراری التزامی ۳ جمع ,بسامد,ماضی نقلی ۱ مفرد,بسامد,ماضی نقلی ۲ مفرد,بسامد,ماضی نقلی ۳ مفرد,بسامد,ماضی نقلی ۱ جمع,بسامد,ماضی نقلی ۲ جمع,بسامد,ماضی نقلی 3 جمع‌اند,بسامد,ماضی بعید ۱ مفرد,بسامد,ماضی بعید ۲ مفرد,بسامد,ماضی بعید ۳ مفرد,بسامد,ماضی بعید ۱ جمع,بسامد,ماضی بعید ۲ جمع,بسامد,ماضی بعید ۳ جمع‌بودند,بسامد,ماضی نقلی استمراری ۱ مفرد,بسامد,ماضی نقلی استمراری ۲ مفرد,بسامد,ماضی نقلی استمراری ۳ مفرد,بسامد,ماضی نقلی استمراری ۱ جمع,بسامد,ماضی نقلی استمراری ۲ جمع,بسامد,ماضی نقلی استمراری ۳ جمع,بسامد,امری,بسامد,ماضی ساده مجمول ۱ مفرد,بسامد,ماضی ساده مجمول ۲ مفرد,بسامد,ماضی ساده مجمول ۳ مفرد,بسامد,ماضی ساده مجمول ۱ جمع,بسامد,ماضی ساده مجمول ۲ جمع,بسامد,ماضی ساده مجمول ۳ جمع,بسامد,ماضی استمراری مجمول ۱ مفرد,بسامد,ماضی استمراری مجمول ۲ مفرد,بسامد,ماضی استمراری مجمول ۳ مفرد,بسامد,ماضی استمراری مجمول ۱ جمع,بسامد,ماضی استمراری مجمول ۲ جمع,بسامد,ماضی استمراری مجمول ۳ جمع,بسامد
آژنیدن,0,آژنید,0,آژنیده,0,آژنیدم,0,آژنیدی,0,آژنید,0,آژنیدیم,0,آژنیدید,0,آژنیدند,0,می‌آژنیدم,0,می‌آژنیدی,0,می‌آژنید,0,می‌آژنیدیم,0,می‌آژنیدید,0,می‌آژنیدند,0,آژنیده‌باشم,0,اژنیده‌باشی,0,آژنیده‌باش,0,آژنیده‌باشیم,0,آژنیده‌باشید,0,آژنیده‌باشند,0,داشتم‌می‌اژنیدم,0,داشتی‌می‌آژنیدی,0,داشت‌می‌آژنید,0,داشتیم‌می‌آژنیدیم,0,داشتید‌می‌آژنیدید,0,داشتند‌می‌آژنیدند,0,آژند,188,آژندم,0,آژندی,0,آژندد,0,آژندیم,0,آژندید,0,آژندند,0,می‌آژندم,0,می‌آژندی,0,می‌آژندد,0,می‌آژندیم,0,می‌آژندید,0,می‌آژندند,0,بیاژندم,0,بیاژندی,0,بیاژندد,0,بیاژندیم,0,بیاژندید,0,بیاژندند,0,دارم‌می‌آژندم,0,داری‌می‌آژندی,0,دارد‌می‌آژندد,0,داریم‌می‌آژندیم,0,دارید‌می‌آژندید,0,دارند‌می‌آژندند,0,آژنیده‌ام,0,آژنیده‌ای,0,آژنیده‌است,0,آژنیده‌ایم,0,آژنیده‌اید,0,آژنیده‌اند,0,آژنیده‌بودم,0,آژنیده‌بودی,0,آژنیده‌بود,0,آژنیده‌بودیم,0,آژنیده‌بودید,0,آژنیده‌بودند,0,‌می‌آژنیده‌ام,0,‌می‌آژنیده‌ای,0,‌می‌آژنیده‌است,0,‌می‌آژنیده‌ایم,0,‌می‌آژنیده‌اید,0,‌می‌آژنیده‌اند,0,بیاژند,0,آژنیده‌شدم,0,آژنیده‌شدی,0,آژنیده‌شد,0,آژنیده‌شدیم,0,آژنیده‌شدید,0,آژنیده‌شدند,0,آژنیده‌می‌شدم,0,آژنیده‌می‌شدی,0,آژنیده‌می‌شد,0,آژنیده‌می‌شدیم,0,آژنیده‌می‌شدید,0,آژنیده‌می‌شدند,0,
آساییدن,2,آسایید,3,آساییده,0,آساییدم,0,آساییدی,0,آسایید,3,آساییدیم,0,آساییدید,0,آساییدند,0,می‌آساییدم,0,می‌آساییدی,0,می‌آسایید,0,می‌آساییدیم,0,می‌آساییدید,0,می‌آساییدند,0,آساییده‌باشم,0,آساییده‌باشی,0,آساییده‌باش,0,آساییده‌باشیم,0,آساییده‌باشید,0,آساییده‌باشند,0,داشتم‌می‌آساییدم,0,داشتی‌می‌آساییدی,0,داشت‌می‌آسایید,0,داشتیم‌می‌آساییدیم,0,داشتید‌می‌آساییدید,0,داشتند‌می‌آساییدند,0,آسا,2095,آسایم,7,آسایی,725,آساید,8,آساییم,0,آسایید,3,آسایند,8,می‌آسایم,2,می‌آسایی,0,می‌آساید,3,می‌آساییم,0,می‌آسایید,0,می‌آسایند,3,بیاسایم,26,بیاسایی,6,بیاساید,99,بیاساییم,17,بیاسایید,8,بیاسایند,83,دارم‌می‌آسایم,0,داری‌می‌آسایی,0,دارد‌می‌آساید,0,داریم‌می‌آساییم,0,دارید‌می‌آسایید,0,دارند‌می‌آسایند,0,آساییده‌ام,0,آساییده‌ای,0,آساییده‌است,0,آساییده‌ایم,0,آساییده‌اید,0,آساییده‌اند,0,آساییده‌بودم,0,آساییده‌بودی,0,آساییده‌بود,0,آساییده‌بودیم,0,آساییده‌بودید,0,آساییده‌بودند,0,‌می‌آساییده‌ام,0,‌می‌آساییده‌ای,0,‌می‌آساییده‌است,0,‌می‌آساییده‌ایم,0,‌می‌آساییده‌اید,0,‌می‌آساییده‌اند,0,بیاسا,6,آساییده‌شدم,0,آساییده‌شدی,0,آساییده‌شد,0,آساییده‌شدیم,0,آساییده‌شدید,0,آساییده‌شدند,0,آساییده‌می‌شدم,0,آساییده‌می‌شدی,0,آساییده‌می‌شد,0,آساییده‌می‌شدیم,0,آساییده‌می‌شدید,0,آساییده‌می‌شدند,0,
آسودن,52,آسود,36,آسوده,4750,آسودم,6,آسودی,22,آسود,36,آسودیم,2,آسودید,0,آسودند,9,می‌آسودم,0,می‌آسودی,0,می‌آسود,1,می‌آسودیم,0,می‌آسودید,0,می‌آسودند,2,آسوده‌باشم,8,آسوده‌باشی,3,آسوده‌باش,70,آسوده‌باشیم,14,آسوده‌باشید,56,آسوده‌باشند,24,داشتم‌می‌آسودم,0,داشتی‌می‌آسودی,0,داشت‌می‌آسود,0,داشتیم‌می‌آسودیم,0,داشتید‌می‌آسودید,0,داشتند‌می‌آسودند,0,آسا,2095,آسایم,7,آسایی,725,آساید,8,آساییم,0,آسایید,3,آسایند,8,می‌آسایم,2,می‌آسایی,0,می‌آساید,3,می‌آساییم,0,می‌آسایید,0,می‌آسانید,0,بیاسایم,26,بیاسایی,6,بیاساید,99,بیاساییم,17,بیاسایید,8,بیاسایند,83,دارم‌می‌آسایم,0,داری‌می‌آسایی,0,دارد‌می‌آساید,0,داریم‌می‌آساییم,0,دارید‌می‌آسایید,0,دارند‌می‌آسایند,0,آسوده‌ام,0,آسوده‌ای,0,آسوده‌است,57,آسوده‌ایم,0,آسوده‌اید,0,آسوده‌اند,0,آسوده‌بودم,2,آسوده‌بودی,0,آسوده‌بود,50,آسوده‌بودیم,6,آسوده‌بودید,0,آسوده‌بودند,4,‌می‌آسوده‌ام,0,‌می‌آسوده‌ای,0,‌می‌آسوده‌است,0,‌می‌آسوده‌ایم,0,‌می‌آسوده‌اید,0,‌می‌آسوده‌اند,0,بیاسا,6,آسوده‌شدم,8,آسوده‌شدی,0,آسوده‌شد,93,آسوده‌شدیم,5,آسوده‌شدید,0,آسوده‌شدند,10,آسوده‌می‌شدم,0,آسوده‌می‌شدی,0,آسوده‌می‌شد,0,آسوده‌می‌شدیم,0,آسوده‌می‌شدید,0,آسوده‌می‌شدند,0,
آشامیدن,793,آشامید,30,آشامیده,10,آشامیدم,5,آشامیدی,1,آشامید,30,آشامیدیم,2,آشامیدید,0,آشامیدند,4,می‌آشامیدم,0,می‌آشامیدی,0,می‌آشامید,3,می‌آشامیدیم,0,می‌آشامیدید,0,می‌آشامیدند,2,آشامیده‌باشم,0,آشامیده‌باشی,0,آشامیده‌باش,0,آشامیده‌باشیم,0,آشامیده‌باشید,0,آشامیده‌باشند,0,داشتم‌می‌آشامیدم,0,داشتی‌می‌آشامیدی,0,داشت‌می‌آشامید,0,داشتیم‌می‌آشامیدیم,0,داشتید‌می‌آشامیدید,0,داشتند‌می‌آشامیدند,0,آشام,608,آشامم,2,آشامی,113,آشامد,10,آشامیم,1,آشامید,30,آشامند,12,می‌آشامم,0,می‌آشامی,2,می‌آشامد,9,می‌آشامیم,0,می‌آشامید,3,می‌آشامند,11,بیاشامم,8,بیاشامی,3,بیاشامد,39,بیاشامیم,6,بیاشامید,32,بیاشامند,15,دارم‌می‌آشامم,0,داری‌می‌آشامی,0,دارد‌می‌آشامد,0,داریم‌می‌آشامیم,0,دارید‌می‌آشامید,0,دارند‌می‌آشامند,0,آشامیده‌ام,0,آشامیده‌ای,0,آشامیده‌است,1,آشامیده‌ایم,0,آشامیده‌اید,0,آشامیده‌اند,0,آشامیده‌بودم,0,آشامیده‌بودی,0,آشامیده‌بود,0,آشامیده‌بودیم,0,آشامیده‌بودید,0,آشامیده‌بودند,1,‌می‌آشامیده‌ام,0,‌می‌آشامیده‌ای,0,‌می‌آشامیده‌است,0,‌می‌آشامیده‌ایم,0,‌می‌آشامیده‌اید,0,‌می‌آشامیده‌اند,0,بیاشام,8,آشامیده‌شدم,0,آشامیده‌شدی,0,آشامیده‌شد,0,آشامیده‌شدیم,0,آشامیده‌شدید,0,آشامیده‌شدند,0,آشامیده‌می‌شدم,0,آشامیده‌می‌شدی,0,آشامیده‌می‌شد,0,آشامیده‌می‌شدیم,0,آشامیده‌می‌شدید,0,آشامیده‌می‌شدند,0,
آشفتن,34,آشفت,166,آشفته,7293,آشفتم,3,آشفتی,2,آشفت,166,آشفتیم,7,آشفتید,0,آشفتند,31,می‌آشفتم,0,می‌آشفتی,0,می‌آشفت,5,می‌اشفتیم,0,می‌آشفتید,0,می‌آشفتند,1,آشفته‌باشم,0,آشفته‌باشی,1,آشفته‌باش,0,آشفته‌باشیم,0,آشفته‌باشید,0,آشفته‌باشند,1,داشتم‌می‌آشفتم,0,داشتی‌می‌آشفتی,0,داشت‌می‌آشفت,0,داشتیم‌می‌آشفتیم,0,داشتید‌می‌اشفتید,0,داشتند‌می‌آشفتند,0,آشف,0,آشفم,0,آشفی,0,آشفد,0,آشفیم,0,آشفید,0,آشفند,0,می‌آشفم,0,می‌آشفی,0,می‌آشفد,0,می‌آشفیم,0,می‌آشفید,0,می‌آشفند,0,بیاشفم,0,بیاشفی,0,بیاشفد,0,بیاشفیم,0,بیاشفید,0,بیاشفند,0,دارم‌می‌آشفم,0,داری‌می‌آشفی,0,دارد‌می‌آشفد,0,داریم‌می‌آشفیم,0,دارید‌می‌آشفید,0,دارند‌می‌آشفند,0,آشفته‌ام,0,آشفته‌ای,5,آشفته‌است,217,آشفته‌ایم,0,آشفته‌اید,0,آشفته‌اند,0,آشفته‌بودم,21,آشفته‌بودی,4,آشفته‌بود,202,آشفته‌بودیم,0,آشفته‌بودید,0,آشفته‌بودند,36,‌می‌آشفته‌ام,0,‌می‌آشفته‌ای,0,‌می‌آشفته‌است,0,‌می‌آشفته‌ایم,0,‌می‌آشفته‌اید,0,‌می‌آشفته‌اند,0,بیاشف,0,آشفته‌شدم,8,آشفته‌شدی,3,آشفته‌شد,84,آشفته‌شدیم,1,آشفته‌شدید,0,آشفته‌شدند,12,آشفته‌می‌شدم,0,آشفته‌می‌شدی,0,آشفته‌می‌شد,0,آشفته‌می‌شدیم,0,آشفته‌می‌شدید,0,آشفته‌می‌شدند,0,
آشوبیدن,2,آشوبید,1,آشوبیده,0,آشوبیدم,0,آشوبیدی,0,آشوبید,1,آشوبیدیم,0,آشوبیدید,0,آشوبیدند,0,می‌آشوبیدم,0,می‌آشوبیدی,0,می‌آشوبید,0,می‌آشوبیدیم,0,می‌آشوبیدید,0,می‌آشوبیدند,0,آشوبیده‌باشم,0,آشوبیده‌باشی,0,آشوبیده‌باش,0,آشوبیده‌باشیم,0,آشوبیده‌باشید,0,آشوبیده‌باشند,0,داشتم‌می‌آشوبیدم,0,داشتی‌می‌آشوبیدی,0,داشت‌می‌آشوبید,0,داشتیم‌می‌آشوبیدیم,0,داشتید‌می‌آشوبیدید,0,داشتند‌می‌آشوبیدند,0,آشوب,6730,آشوبم,3,آشوبی,446,آشوبد,59,آشوبیم,2,آشوبید,1,آشوبند,28,می‌آشوبم,0,می‌آشوبی,0,می‌آشوبد,31,می‌آشوبیم,0,می‌آشوبید,0,می‌آشوبند,9,بیاشوبم,0,بیاشوبی,1,بیاشوبد,5,بیاشوبیم,0,بیاشوبید,0,بیاشوبند,3,دارم‌می‌آشوبم,0,داری‌می‌آشوبی,0,دارد‌می‌آشوبد,0,داریم‌می‌آشوبیم,0,دارید‌می‌آشوبید,0,دارند‌می‌آشوبند,0,آشوبیده‌ام,0,آشوبیده‌ای,0,آشوبیده‌است,0,آشوبیده‌ایم,0,آشوبیده‌اید,0,آشوبیده‌اند,0,آشوبیده‌بودم,0,آشوبیده‌بودی,0,آشوبیده‌بود,0,آشوبیده‌بودیم,0,آشوبیده‌بودید,0,آشوبیده‌بودند,0,‌می‌آشوبیده‌ام,0,‌می‌آشوبیده‌ای,0,‌می‌آشوبیده‌است,0,‌می‌آشوبیده‌ایم,0,‌می‌آشوبیده‌اید,0,‌می‌آشوبیده‌اند,0,بیاشوب,0,آشوبیده‌شدم,0,آشوبیده‌شدی,0,آشوبیده‌شد,0,آشوبیده‌شدیم,0,آشوبیده‌شدید,0,آشوبیده‌شدند,0,آشوبیده‌می‌شدم,0,آشوبیده‌می‌شدی,0,آشوبیده‌می‌شد,0,آشوبیده‌می‌شدیم,0,آشوبیده‌می‌شدید,0,آشوبیده‌می‌شدند,0,
آشیریدن,0,آشیرید,0,آشیریده,0,آشیریدم,0,آشیریدی,0,آشیرید,0,آشیریدیم,0,آشیریدید,0,آشیریدند,0,می‌آشیریدم,0,می‌آشیریدی,0,می‌آشیرید,0,می‌آشیریدیم,0,می‌آشیریدید,0,می‌آشیریدند,0,اشیریده‌باشم,0,آشیریده‌باشیآ,0,آشیریده‌باش,0,آشیریده‌باشیم,0,آشیریده‌باشید,0,آشیریده‌باشند,0,داشتم‌می‌آشیریدم,0,داشتی‌می‌آشیریدی,0,داشت‌می‌آشیرید,0,داشتیم‌می‌آشیریدیم,0,داشتید‌می‌آشیریدید,0,داشتند‌می‌آشیریدند,0,آشیر,4,آشیرم,0,آشیری,0,آشیرد,0,آشیریم,0,آشیرید,0,آشیرند,0,می‌آشیرم,0,می‌آشیری,0,می‌آشیرد,0,می‌آشیریم,0,می‌آشیرید,0,می‌آشیرند,0,بیاشیرم,0,بیاشیری,0,بیاشیرد,0,بیاشیریم,0,بیاشیرید,0,بیاشیرند,0,دارم‌می‌آشیرم,0,داری‌می‌آشیری,0,دارد‌می‌آشیرد,0,داریم‌می‌آشیریم,0,دارید‌می‌آشیرید,0,دارند‌می‌آشیرند,0,آشیریده‌ام,0,آشیریده‌ای,0,آشیریده‌است,0,آشیریده‌ایم,0,آشیریده‌اید,0,آشیریده‌اند,0,آشیریده‌بودم,0,آشیریده‌بودی,0,آشیریده‌بود,0,آشیریده‌بودیم,0,آشیریده‌بودید,0,آشیریده‌بودند,0,‌می‌آشیریده‌ام,0,‌می‌آشیریده‌ای,0,‌می‌آشیریده‌است,0,‌می‌آشیریده‌ایم,0,‌می‌آشیریده‌اید,0,‌می‌آشیریده‌اند,0,بیاشیر,0,آشیریده‌شدم,0,آشیریده‌شدی,0,آشیریده‌شد,0,آشیریده‌شدیم,0,آشیریده‌شدید,0,آشیریده‌شدند,0,آشیریده‌می‌شدم,0,آشیریده‌می‌شدی,0,آشیریده‌می‌شد,0,آشیریده‌می‌شدیم,0,آشیریده‌می‌شدید,0,آشیریده‌می‌شدند,0,
آغاردن,0,آغارد,0,آغارده,0,آغاردم,0,آغاردی,0,آغارد,0,آغاردیم,0,آغاردید,0,آغاردند,0,می‌آغاردم,0,می‌آغاردی,0,می‌آغارد,0,می‌آغاردیم,0,می‌آغاردید,0,می‌آغاردند,0,آغارده‌باشم,0,آغارده‌باشی,0,آغارده‌باش,0,آغارده‌باشیم,0,آغارده‌باشید,0,آغارده‌باشند,0,داشتم‌می‌آغاردم,0,داشتی‌می‌آغاردی,0,داشت‌می‌آغارد,0,داشتیم‌می‌آغاردیم,0,داشتید‌می‌آغاردید,0,داشتند‌می‌آغاردند,0,آغار,194,آغارم,0,آغاری,0,آغارد,0,آغاریم,0,آغارید,0,آغارند,0,می‌آغارم,0,می‌آغاری,0,می‌آغارد,0,می‌آغاریم,0,می‌آغارید,0,می‌آغارند,0,بیاغارم,0,بیاغاری,0,بیاغارد,0,بیاغاریم,0,بیاغارید,0,بیاغارند,0,دارم‌می‌آغارم,0,داری‌می‌آغاری,0,دارد‌می‌آغارد,0,داریم‌می‌آغاریم,0,دارید‌می‌آغارید,0,دارند‌می‌آغارند,0,آغارده‌ام,0,آغارده‌ای,0,آغارده‌است,0,آغارده‌ایم,0,آغارده‌اید,0,آغارده‌اند,0,آغارده‌بودم,0,آغارده‌بودی,0,آغارده‌بود,0,آغارده‌بودیم,0,آغارده‌بودید,0,آغارده‌بودند,0,‌می‌آغارده‌ام,0,‌می‌آغارده‌ای,0,‌می‌آغارده‌است,0,‌می‌آغارده‌ایم,0,‌می‌آغارده‌اید,0,‌می‌آغارده‌اند,0,بیاغار,0,آغارده‌شدم,0,آغارده‌شدی,0,آغارده‌شد,0,آغارده‌شدیم,0,آغارده‌شدید,0,آغارده‌شدند,0,آغارده‌می‌شدم,0,آغارده‌می‌شدی,0,آغارده‌می‌شد,0,آغارده‌می‌شدیم,0,آغارده‌می‌شدید,0,آغارده‌می‌شدند,0,
آغاریدن,0,آغارید,0,آغاریده,0,آغاریدم,0,آغاریدی,0,آغارید,0,آغاریدیم,0,آغاریدید,0,آغاریدند,0,می‌آغاریدم,0,می‌آغاریدی,0,می‌آغارید,0,می‌آغاریدیم,0,می‌آغاریدید,0,می‌آغاریدند,0,آغاریده‌باشم,0,آغاریده‌باشی,0,آغاریده‌باش,0,آغاریده‌باشیم,0,آغاریده‌باشید,0,آغاریده‌باشند,0,داشتم‌می‌آغاریدم,0,داشتی‌می‌آغاریدی,0,داشت‌می‌آغارید,0,داشتیم‌می‌آغاریدیم,0,داشتید‌می‌آغاریدید,0,داشتند‌می‌آغاریدند,0,آغار,194,آغارم,0,آغاری,0,آغارد,0,آغاریم,0,آغارید,0,آغارند,0,می‌آغارم,0,می‌آغاری,0,می‌آغارد,0,می‌آغاریم,0,می‌آغارید,0,می‌آغارند,0,بیاغارم,0,بیاغاری,0,بیاغارد,0,بیاغاریم,0,بیاغارید,0,بیاغارند,0,دارم‌می‌آغارم,0,داری‌می‌آغاری,0,دارد‌می‌آغارد,0,داریم‌می‌آغاریم,0,دارید‌می‌آغارید,0,دارند‌می‌آغارند,0,آغاریده‌ام,0,آغاریده‌ای,0,آغاریده‌است,0,آغاریده‌ایم,0,آغاریده‌اید,0,آغاریده‌اند,0,آغاریده‌بودم,0,آغاریده‌بودی,0,آغاریده‌بود,0,آغاریده‌بودیم,0,آغاریده‌بودید,0,آغاریده‌بودند,0,‌می‌آغاریده‌ام,0,‌می‌آغاریده‌ای,0,‌می‌آغاریده‌است,0,‌می‌آغاریده‌ایم,0,‌می‌آغاریده‌اید,0,‌می‌آغاریده‌اند,0,بیاغار,0,آغاریده‌شدم,0,آغاریده‌شدی,0,آغاریده‌شد,0,آغاریده‌شدیم,0,آغاریده‌شدید,0,آغاریده‌شدند,0,آغاریده‌می‌شدم,0,آغاریده‌می‌شدی,0,آغاریده‌می‌شد,0,آغاریده‌می‌شدیم,0,آغاریده‌می‌شدید,0,آغاریده‌می‌شدند,0,
آغازیدن,36,آغازید,67,آغازیده,29,آغازیدم,7,آغازیدی,0,آغازید,67,آغازیدیم,1,آغازیدید,0,آغازیدند,20,می‌آغازیدم,0,می‌آغازیدی,0,می‌اغازید,0,می‌آغازیدیم,0,می‌آغازیدید,0,می‌آغازیدند,0,آغازیده‌باشم,0,آغازیده‌باشی,0,آغازیده‌باش,0,آغازیده‌باشیم,0,آغازیده‌باشید,0,آغازیده‌باشند,0,داشتم‌می‌آغازیدم,0,داشتی می‌آغازیدی,0,داشت‌می‌آغازید,0,داشتیم‌می‌آغازیدیم,0,داشتید‌می‌آغازیدید,0,داشتند‌می‌آغازیدند,0,آغاز,288256,آغازم,11,آغازی,2133,آغازد,69,آغازیم,6,آغازید,67,آغازند,12,می‌آغازم,2,می‌آغازی,0,می‌آغازد,57,می‌آغازیم,6,می‌آغازید,1,می‌آغازند,8,بیاغازم,4,بیاغازی,5,بیاغازد,22,بیاغازیم,19,بیاغازید,3,بیاغازند,5,دارم‌می‌آغازم,0,داری‌می‌آغازی,0,دارد‌می‌آغازد,0,داریم‌می‌آغازیم,0,دارید‌می‌آغازید,0,دارند‌می‌آغازند,0,آغازیده‌ام,0,آغازیده‌ای,0,آغازیده‌است,5,آغازیده‌ایم,0,آغازیده‌اید,0,آغازیده‌اند,0,آغازیده‌بودم,0,آغازیده‌بودی,0,آغازیده‌بود,9,آغازیده‌بودیم,0,آغازیده‌بودید,0,آغازیده‌بودند,1,‌می‌آغازیده‌ام,0,‌می‌آغازیده‌ای,0,‌می‌آغازیده‌است,0,‌می‌آغازیده‌ایم,0,‌می‌آغازیده‌اید,0,‌می‌آغازیده‌اند,0,بیاغاز,4,آغازیده‌شدم,0,آغازیده‌شدی,0,آغازیده‌شد,0,آغازیده‌شدیم,0,آغازیده‌شدید,0,آغازیده‌شدند,0,آغازیده‌می‌شدم,0,آغازیده‌می‌شدی,0,آغازیده‌می‌شد,0,آغازیده‌می‌شدیم,0,آغازیده‌می‌شدید,0,آغازیده‌می‌شدند,0,
